# Time[s], Position[m]
17.420,0.755
17.430,0.669
17.440,0.875
17.450,0.752
17.460,0.814
17.470,0.738
17.480,0.755
17.490,0.979
17.500,0.837
17.510,0.654
17.520,0.871
17.530,0.658
17.540,0.934
17.550,0.851
17.560,0.723
17.570,0.681
17.580,0.819
17.590,0.709
17.600,0.717
17.610,0.766
17.620,0.694
17.630,0.877
17.640,0.702
17.650,0.900
17.660,0.797
17.670,0.942
17.680,0.595
17.690,0.791
17.700,0.825
17.710,0.852
17.720,0.755
17.730,0.843
17.740,0.865
17.750,0.704
17.760,0.729
17.770,0.961
17.780,0.810
17.790,0.692
17.800,0.917
17.810,0.857
17.820,0.759
17.830,0.654
17.840,0.831
17.850,0.794
17.860,0.694
17.870,0.907
17.880,0.597
17.890,0.664
17.900,0.888
17.910,0.888
17.920,0.699
17.930,0.816
17.940,0.795
17.950,0.681
17.960,0.755
17.970,0.581
17.980,0.796
17.990,0.939
18.000,0.818
18.010,0.773
18.020,0.863
18.030,0.822
18.040,0.743
18.050,0.851
18.060,0.819
18.070,0.735
18.080,0.924
18.090,0.716
18.100,0.848
18.110,0.744
18.120,0.779
18.130,0.674
18.140,0.848
18.150,0.966
18.160,0.847
18.170,0.532
18.180,0.781
18.190,0.708
18.200,0.834
18.210,0.644
18.220,0.775
18.230,0.785
18.240,0.796
18.250,0.769
18.260,0.686
18.270,0.644
18.280,0.739
18.290,0.542
18.300,0.641
18.310,0.963
18.320,0.716
18.330,0.816
18.340,0.671
18.350,0.899
18.360,0.881
18.370,0.817
18.380,0.846
18.390,0.719
18.400,0.583
18.410,0.793
18.420,0.779
18.430,0.683
18.440,0.706
18.450,0.703
18.460,0.527
18.470,0.751
18.480,0.797
18.490,0.836
18.500,0.759
18.510,0.863
18.520,0.779
18.530,0.816
18.540,0.825
18.550,0.645
18.560,0.673
18.570,0.661
18.580,0.612
18.590,0.833
18.600,0.774
18.610,0.729
18.620,0.681
18.630,0.656
18.640,0.775
18.650,0.735
18.660,0.749
18.670,0.901
18.680,0.709
18.690,0.839
18.700,0.654
18.710,0.721
18.720,0.782
18.730,0.528
18.740,0.811
18.750,0.442
18.760,0.691
18.770,0.635
18.780,0.809
18.790,0.681
18.800,0.703
18.810,0.502
18.820,0.588
18.830,0.675
18.840,0.806
18.850,0.748
18.860,0.712
18.870,0.738
18.880,0.484
18.890,0.649
18.900,0.763
18.910,0.666
18.920,0.528
18.930,0.549
18.940,0.724
18.950,0.742
18.960,0.614
18.970,0.714
18.980,0.705
18.990,0.855
19.000,0.729
19.010,0.615
19.020,0.802
19.030,0.587
19.040,0.762
19.050,0.674
19.060,0.714
19.070,0.857
19.080,0.712
19.090,0.792
19.100,0.704
19.110,0.700
19.120,0.766
19.130,0.600
19.140,0.623
19.150,0.580
19.160,0.839
19.170,0.591
19.180,0.642
19.190,0.763
19.200,0.613
19.210,0.572
19.220,0.623
19.230,0.650
19.240,0.395
19.250,0.700
19.260,0.769
19.270,0.876
19.280,0.678
19.290,0.779
19.300,0.645
19.310,0.666
19.320,0.647
19.330,0.613
19.340,0.625
19.350,0.786
19.360,0.451
19.370,0.668
19.380,0.783
19.390,0.647
19.400,0.704
19.410,0.524
19.420,0.713
19.430,0.572
19.440,0.639
19.450,0.624
19.460,0.592
19.470,0.563
19.480,0.627
19.490,0.596
19.500,0.556
19.510,0.448
19.520,0.558
19.530,0.582
19.540,0.548
19.550,0.454
19.560,0.656
19.570,0.667
19.580,0.665
19.590,0.558
19.600,0.642
19.610,0.710
19.620,0.535
19.630,0.695
19.640,0.640
19.650,0.697
19.660,0.578
19.670,0.557
19.680,0.650
19.690,0.761
19.700,0.494
19.710,0.722
19.720,0.583
19.730,0.632
19.740,0.433
19.750,0.909
19.760,0.670
19.770,0.568
19.780,0.633
19.790,0.481
19.800,0.650
19.810,0.544
19.820,0.579
19.830,0.416
19.840,0.543
19.850,0.627
19.860,0.537
19.870,0.742
19.880,0.500
19.890,0.685
19.900,0.527
19.910,0.720
19.920,0.615
19.930,0.799
19.940,0.423
19.950,0.604
19.960,0.468
19.970,0.468
19.980,0.667
19.990,0.569
20.000,0.597
20.010,0.718
20.020,0.697
20.030,0.433
20.040,0.682
20.050,0.543
20.060,0.614
20.070,0.605
20.080,0.526
20.090,0.549
20.100,0.507
20.110,0.725
20.120,0.505
20.130,0.646
20.140,0.467
20.150,0.563
20.160,0.638
20.170,0.500
20.180,0.581
20.190,0.508
20.200,0.641
20.210,0.698
20.220,0.523
20.230,0.567
20.240,0.511
20.250,0.667
20.260,0.485
20.270,0.348
20.280,0.554
20.290,0.388
20.300,0.550
20.310,0.647
20.320,0.781
20.330,0.548
20.340,0.596
20.350,0.470
20.360,0.559
20.370,0.423
20.380,0.754
20.390,0.396
20.400,0.498
20.410,0.573
20.420,0.430
20.430,0.547
20.440,0.484
20.450,0.541
20.460,0.478
20.470,0.529
20.480,0.624
20.490,0.487
20.500,0.720
20.510,0.441
20.520,0.410
20.530,0.439
20.540,0.442
20.550,0.497
20.560,0.609
20.570,0.627
20.580,0.269
20.590,0.676
20.600,0.578
20.610,0.513
20.620,0.525
20.630,0.384
20.640,0.640
20.650,0.631
20.660,0.549
20.670,0.529
20.680,0.515
20.690,0.489
20.700,0.508
20.710,0.619
20.720,0.546
20.730,0.717
20.740,0.639
20.750,0.589
20.760,0.513
20.770,0.693
20.780,0.531
20.790,0.454
20.800,0.287
20.810,0.422
20.820,0.567
20.830,0.622
20.840,0.390
20.850,0.502
20.860,0.454
20.870,0.568
20.880,0.467
20.890,0.423
20.900,0.438
20.910,0.621
20.920,0.412
20.930,0.452
20.940,0.435
20.950,0.640
20.960,0.408
20.970,0.397
20.980,0.703
20.990,0.464
21.000,0.427
21.010,0.551
21.020,0.365
21.030,0.339
21.040,0.370
21.050,0.549
21.060,0.508
21.070,0.678
21.080,0.398
21.090,0.419
21.100,0.652
21.110,0.437
21.120,0.545
21.130,0.390
21.140,0.369
21.150,0.446
21.160,0.472
21.170,0.525
21.180,0.417
21.190,0.443
21.200,0.539
21.210,0.413
21.220,0.349
21.230,0.290
21.240,0.513
21.250,0.513
21.260,0.641
21.270,0.439
21.280,0.427
21.290,0.404
21.300,0.446
21.310,0.366
21.320,0.362
21.330,0.420
21.340,0.394
21.350,0.624
21.360,0.375
21.370,0.398
21.380,0.334
21.390,0.436
21.400,0.373
21.410,0.481
21.420,0.553
21.430,0.608
21.440,0.448
21.450,0.310
21.460,0.696
21.470,0.375
21.480,0.490
21.490,0.520
21.500,0.229
21.510,0.518
21.520,0.389
21.530,0.422
21.540,0.501
21.550,0.262
21.560,0.413
21.570,0.628
21.580,0.332
21.590,0.402
21.600,0.440
21.610,0.263
21.620,0.592
21.630,0.433
21.640,0.222
21.650,0.608
21.660,0.314
21.670,0.434
21.680,0.465
21.690,0.315
21.700,0.531
21.710,0.273
21.720,0.590
21.730,0.482
21.740,0.340
21.750,0.338
21.760,0.373
21.770,0.356
21.780,0.362
21.790,0.291
21.800,0.324
21.810,0.470
21.820,0.428
21.830,0.346
21.840,0.377
21.850,0.378
21.860,0.217
21.870,0.244
21.880,0.284
21.890,0.358
21.900,0.360
21.910,0.438
21.920,0.446
21.930,0.471
21.940,0.351
21.950,0.387
21.960,0.392
21.970,0.455
21.980,0.470
21.990,0.364
22.000,0.226
22.010,0.382
22.020,0.375
22.030,0.398
22.040,0.327
22.050,0.344
22.060,0.294
22.070,0.471
22.080,0.329
22.090,0.261
22.100,0.423
22.110,0.314
22.120,0.444
22.130,0.396
22.140,0.421
22.150,0.329
22.160,0.360
22.170,0.271
22.180,0.323
22.190,0.254
22.200,0.406
22.210,0.415
22.220,0.511
22.230,0.351
22.240,0.394
22.250,0.372
22.260,0.447
22.270,0.303
22.280,0.496
22.290,0.330
22.300,0.412
22.310,0.387
22.320,0.248
22.330,0.319
22.340,0.140
22.350,0.301
22.360,0.464
22.370,0.497
22.380,0.401
22.390,0.408
22.400,0.367
22.410,0.322
22.420,0.377
22.430,0.331
22.440,0.387
22.450,0.528
22.460,0.149
22.470,0.361
22.480,0.386
22.490,0.372
22.500,0.188
22.510,0.240
22.520,0.253
22.530,0.281
22.540,0.217
22.550,0.427
22.560,0.414
22.570,0.374
22.580,0.196
22.590,0.200
22.600,0.050
22.610,0.236
22.620,0.216
22.630,0.305
22.640,0.306
22.650,0.258
22.660,0.223
22.670,0.219
22.680,0.257
22.690,0.163
22.700,0.325
22.710,0.340
22.720,0.377
22.730,0.368
22.740,0.362
22.750,0.502
22.760,0.139
22.770,0.307
22.780,0.187
22.790,0.185
22.800,0.157
22.810,0.264
22.820,0.444
22.830,0.330
22.840,0.151
22.850,0.302
22.860,0.250
22.870,0.261
22.880,0.444
22.890,0.293
22.900,0.283
22.910,0.275
22.920,0.174
22.930,0.262
22.940,0.259
22.950,0.104
22.960,0.133
22.970,0.175
22.980,0.119
22.990,0.188
23.000,0.117
23.010,0.311
23.020,0.098
23.030,0.294
23.040,0.213
23.050,0.363
23.060,0.155
23.070,0.416
23.080,0.414
23.090,0.251
23.100,0.333
23.110,0.193
23.120,0.299
23.130,0.191
23.140,0.135
23.150,0.232
23.160,0.375
23.170,0.070
23.180,0.183
23.190,0.185
23.200,0.188
23.210,0.242
23.220,0.228
23.230,0.155
23.240,0.094
23.250,0.289
23.260,0.195
23.270,0.131
23.280,0.222
23.290,0.318
23.300,0.079
23.310,0.166
23.320,0.248
23.330,0.178
23.340,0.204
23.350,0.471
23.360,0.307
23.370,0.130
23.380,0.130
23.390,0.315
23.400,0.070
23.410,0.220
23.420,0.235
23.430,0.140
23.440,0.206
23.450,0.129
23.460,0.306
23.470,0.194
23.480,0.073
23.490,0.068
23.500,0.223
23.510,0.242
23.520,0.255
23.530,0.204
23.540,0.115
23.550,0.386
23.560,0.198
23.570,0.123
23.580,0.303
23.590,0.280
23.600,0.122
23.610,0.088
23.620,-0.023
23.630,0.174
23.640,0.240
23.650,0.330
23.660,0.184
23.670,0.116
23.680,0.281
23.690,0.343
23.700,0.018
23.710,0.098
23.720,0.104
23.730,0.060
23.740,0.127
23.750,0.079
23.760,0.187
23.770,0.011
23.780,0.255
23.790,0.281
23.800,0.205
23.810,0.074
23.820,0.083
23.830,0.154
23.840,-0.023
23.850,0.192
23.860,-0.015
23.870,0.119
23.880,0.119
23.890,0.337
23.900,0.069
23.910,0.204
23.920,0.128
23.930,0.053
23.940,0.157
23.950,0.147
23.960,-0.085
23.970,0.170
23.980,0.333
23.990,0.108
24.000,0.108
24.010,0.163
24.020,0.059
24.030,0.154
24.040,0.105
24.050,0.029
24.060,0.022
24.070,0.215
24.080,0.175
24.090,0.200
24.100,0.149
24.110,-0.012
24.120,0.152
24.130,0.046
24.140,0.154
24.150,0.082
24.160,0.188
24.170,-0.262
24.180,0.201
24.190,-0.064
24.200,0.057
24.210,0.017
24.220,0.031
24.230,0.224
24.240,-0.034
24.250,0.307
24.260,-0.133
24.270,0.255
24.280,-0.012
24.290,0.045
24.300,0.011
24.310,0.049
24.320,-0.099
24.330,0.154
24.340,0.168
24.350,0.058
24.360,-0.124
24.370,0.068
24.380,0.050
24.390,0.165
24.400,0.022
24.410,0.077
24.420,0.135
24.430,0.012
24.440,0.099
24.450,-0.156
24.460,0.201
24.470,-0.127
24.480,0.112
24.490,0.109
24.500,0.085
24.510,0.196
24.520,0.082
24.530,0.126
24.540,0.180
24.550,-0.152
24.560,0.133
24.570,0.005
24.580,0.064
24.590,0.139
24.600,0.080
24.610,0.307
24.620,0.067
24.630,0.127
24.640,-0.070
24.650,-0.012
24.660,0.110
24.670,0.194
24.680,-0.088
24.690,0.018
24.700,0.090
24.710,0.090
24.720,0.105
24.730,-0.051
24.740,0.048
24.750,0.212
24.760,-0.125
24.770,-0.016
24.780,-0.055
24.790,0.075
24.800,0.022
24.810,-0.050
24.820,-0.148
24.830,-0.005
24.840,0.033
24.850,0.020
24.860,-0.061
24.870,0.117
24.880,-0.026
24.890,0.056
24.900,-0.114
24.910,-0.012
24.920,0.123
24.930,0.085
24.940,-0.132
24.950,-0.084
24.960,-0.124
24.970,-0.225
24.980,0.130
24.990,0.092
25.000,-0.088
25.010,-0.032
25.020,0.067
25.030,-0.150
25.040,0.061
25.050,-0.006
25.060,-0.087
25.070,-0.186
25.080,-0.041
25.090,-0.048
25.100,-0.031
25.110,-0.009
25.120,0.144
25.130,0.112
25.140,-0.201
25.150,-0.092
25.160,-0.047
25.170,0.086
25.180,0.107
25.190,0.051
25.200,0.029
25.210,-0.022
25.220,0.048
25.230,-0.060
25.240,-0.071
25.250,-0.116
25.260,-0.043
25.270,0.020
25.280,-0.005
25.290,-0.257
25.300,-0.021
25.310,-0.017
25.320,-0.016
25.330,0.030
25.340,-0.082
25.350,0.041
25.360,-0.102
25.370,-0.033
25.380,-0.145
25.390,-0.088
25.400,-0.014
25.410,0.187
25.420,0.039
25.430,-0.024
25.440,-0.161
25.450,0.001
25.460,0.014
25.470,-0.114
25.480,-0.049
25.490,-0.150
25.500,-0.203
25.510,0.110
25.520,0.075
25.530,-0.074
25.540,-0.034
25.550,-0.028
25.560,-0.106
25.570,-0.039
25.580,-0.115
25.590,0.041
25.600,-0.279
25.610,-0.150
25.620,0.084
25.630,-0.083
25.640,-0.134
25.650,-0.060
25.660,-0.129
25.670,-0.156
25.680,0.030
25.690,-0.084
25.700,-0.040
25.710,0.015
25.720,0.029
25.730,-0.025
25.740,0.026
25.750,-0.143
25.760,-0.067
25.770,-0.163
25.780,-0.046
25.790,-0.138
25.800,-0.062
25.810,-0.128
25.820,-0.069
25.830,0.048
25.840,-0.046
25.850,-0.112
25.860,-0.215
25.870,-0.144
25.880,-0.204
25.890,-0.058
25.900,-0.146
25.910,-0.085
25.920,-0.121
25.930,-0.065
25.940,-0.102
25.950,-0.104
25.960,-0.047
25.970,0.019
25.980,-0.143
25.990,-0.129
26.000,-0.174
26.010,-0.094
26.020,-0.403
26.030,-0.018
26.040,-0.004
26.050,-0.178
26.060,0.094
26.070,-0.097
26.080,-0.221
26.090,-0.145
26.100,-0.136
26.110,-0.109
26.120,-0.260
26.130,-0.188
26.140,-0.018
26.150,-0.045
26.160,-0.110
26.170,-0.091
26.180,-0.043
26.190,-0.357
26.200,-0.265
26.210,-0.193
26.220,-0.054
26.230,-0.276
26.240,-0.111
26.250,-0.161
26.260,-0.102
26.270,-0.178
26.280,-0.102
26.290,-0.094
26.300,-0.145
26.310,-0.068
26.320,-0.017
26.330,-0.088
26.340,-0.195
26.350,-0.008
26.360,-0.161
26.370,0.016
26.380,0.042
26.390,-0.255
26.400,-0.184
26.410,-0.163
26.420,-0.218
26.430,-0.434
26.440,-0.175
26.450,-0.327
26.460,-0.020
26.470,-0.095
26.480,-0.237
26.490,-0.308
26.500,-0.413
26.510,-0.220
26.520,-0.161
26.530,-0.191
26.540,-0.199
26.550,-0.063
26.560,-0.354
26.570,-0.162
26.580,-0.189
26.590,-0.261
26.600,-0.260
26.610,-0.308
26.620,-0.122
26.630,-0.148
26.640,-0.229
26.650,-0.279
26.660,-0.179
26.670,-0.073
26.680,-0.226
26.690,-0.063
26.700,-0.169
26.710,-0.221
26.720,-0.186
26.730,-0.235
26.740,-0.284
26.750,-0.235
26.760,-0.270
26.770,-0.137
26.780,-0.157
26.790,-0.228
26.800,-0.092
26.810,0.035
26.820,-0.196
26.830,-0.361
26.840,-0.139
26.850,-0.212
26.860,-0.251
26.870,-0.273
26.880,-0.238
26.890,-0.307
26.900,-0.383
26.910,-0.053
26.920,-0.268
26.930,-0.169
26.940,-0.292
26.950,-0.042
26.960,-0.205
26.970,-0.197
26.980,-0.079
26.990,-0.303
27.000,-0.278
27.010,-0.173
27.020,0.025
27.030,-0.310
27.040,-0.229
27.050,-0.151
27.060,-0.286
27.070,-0.322
27.080,-0.147
27.090,-0.295
27.100,-0.334
27.110,-0.226
27.120,-0.347
27.130,-0.281
27.140,-0.183
27.150,-0.143
27.160,-0.235
27.170,-0.281
27.180,-0.363
27.190,-0.248
27.200,-0.405
27.210,-0.384
27.220,-0.267
27.230,-0.262
27.240,-0.247
27.250,-0.257
27.260,-0.332
27.270,-0.186
27.280,-0.314
27.290,-0.344
27.300,-0.237
27.310,-0.280
27.320,-0.421
27.330,-0.289
27.340,-0.229
27.350,-0.456
27.360,-0.123
27.370,-0.161
27.380,-0.353
27.390,-0.153
27.400,-0.266
27.410,-0.411
27.420,-0.316
27.430,-0.248
27.440,-0.380
27.450,-0.311
27.460,-0.286
27.470,-0.356
27.480,-0.272
27.490,-0.051
27.500,-0.248
27.510,-0.211
27.520,-0.254
27.530,-0.187
27.540,-0.189
27.550,-0.384
27.560,-0.297
27.570,-0.295
27.580,-0.462
27.590,-0.495
27.600,-0.376
27.610,-0.219
27.620,-0.301
27.630,-0.375
27.640,-0.343
27.650,-0.199
27.660,-0.369
27.670,-0.361
27.680,-0.243
27.690,-0.304
27.700,-0.402
27.710,-0.242
27.720,-0.401
27.730,-0.307
27.740,-0.429
27.750,-0.232
27.760,-0.271
27.770,-0.167
27.780,-0.330
27.790,-0.275
27.800,-0.367
27.810,-0.363
27.820,-0.444
27.830,-0.401
27.840,-0.430
27.850,-0.374
27.860,-0.380
27.870,-0.237
27.880,-0.179
27.890,-0.377
27.900,-0.432
27.910,-0.397
27.920,-0.287
27.930,-0.241
27.940,-0.240
27.950,-0.528
27.960,-0.423
27.970,-0.382
27.980,-0.242
27.990,-0.410
28.000,-0.289
28.010,-0.274
28.020,-0.443
28.030,-0.399
28.040,-0.453
28.050,-0.370
28.060,-0.333
28.070,-0.531
28.080,-0.345
28.090,-0.303
28.100,-0.462
28.110,-0.172
28.120,-0.312
28.130,-0.229
28.140,-0.208
28.150,-0.401
28.160,-0.261
28.170,-0.482
28.180,-0.358
28.190,-0.304
28.200,-0.297
28.210,-0.191
28.220,-0.495
28.230,-0.382
28.240,-0.445
28.250,-0.171
28.260,-0.409
28.270,-0.293
28.280,-0.405
28.290,-0.372
28.300,-0.469
28.310,-0.488
28.320,-0.213
28.330,-0.488
28.340,-0.380
28.350,-0.205
28.360,-0.297
28.370,-0.441
28.380,-0.507
28.390,-0.288
28.400,-0.496
28.410,-0.364
28.420,-0.271
28.430,-0.465
28.440,-0.329
28.450,-0.558
28.460,-0.474
28.470,-0.505
28.480,-0.400
28.490,-0.381
28.500,-0.426
28.510,-0.282
28.520,-0.302
28.530,-0.299
28.540,-0.378
28.550,-0.500
28.560,-0.550
28.570,-0.315
28.580,-0.458
28.590,-0.176
28.600,-0.344
28.610,-0.577
28.620,-0.453
28.630,-0.489
28.640,-0.393
28.650,-0.562
28.660,-0.450
28.670,-0.501
28.680,-0.439
28.690,-0.499
28.700,-0.243
28.710,-0.462
28.720,-0.438
28.730,-0.245
28.740,-0.659
28.750,-0.507
28.760,-0.472
28.770,-0.233
28.780,-0.519
28.790,-0.419
28.800,-0.479
28.810,-0.425
28.820,-0.390
28.830,-0.538
28.840,-0.373
28.850,-0.438
28.860,-0.413
28.870,-0.596
28.880,-0.453
28.890,-0.375
28.900,-0.484
28.910,-0.376
28.920,-0.390
28.930,-0.570
28.940,-0.452
28.950,-0.464
28.960,-0.297
28.970,-0.438
28.980,-0.597
28.990,-0.570
29.000,-0.483
29.010,-0.492
29.020,-0.468
29.030,-0.628
29.040,-0.346
29.050,-0.359
29.060,-0.442
29.070,-0.361
29.080,-0.394
29.090,-0.525
29.100,-0.579
29.110,-0.467
29.120,-0.498
29.130,-0.592
29.140,-0.481
29.150,-0.590
29.160,-0.565
29.170,-0.621
29.180,-0.667
29.190,-0.322
29.200,-0.505
29.210,-0.420
29.220,-0.421
29.230,-0.494
29.240,-0.562
29.250,-0.449
29.260,-0.613
29.270,-0.447
29.280,-0.393
29.290,-0.508
29.300,-0.571
29.310,-0.662
29.320,-0.421
29.330,-0.538
29.340,-0.448
29.350,-0.400
29.360,-0.532
29.370,-0.653
29.380,-0.547
29.390,-0.401
29.400,-0.593
29.410,-0.542
29.420,-0.530
29.430,-0.612
29.440,-0.618
29.450,-0.609
29.460,-0.644
29.470,-0.523
29.480,-0.493
29.490,-0.667
29.500,-0.499
29.510,-0.511
29.520,-0.616
29.530,-0.445
29.540,-0.552
29.550,-0.521
29.560,-0.531
29.570,-0.547
29.580,-0.559
29.590,-0.773
29.600,-0.541
29.610,-0.519
29.620,-0.640
29.630,-0.411
29.640,-0.538
29.650,-0.634
29.660,-0.635
29.670,-0.498
29.680,-0.527
29.690,-0.703
29.700,-0.489
29.710,-0.607
29.720,-0.584
29.730,-0.542
29.740,-0.416
29.750,-0.582
29.760,-0.665
29.770,-0.451
29.780,-0.582
29.790,-0.515
29.800,-0.431
29.810,-0.717
29.820,-0.593
29.830,-0.491
29.840,-0.676
29.850,-0.528
29.860,-0.497
29.870,-0.453
29.880,-0.718
29.890,-0.637
29.900,-0.501
29.910,-0.344
29.920,-0.468
29.930,-0.407
29.940,-0.610
29.950,-0.694
29.960,-0.521
29.970,-0.614
29.980,-0.533
29.990,-0.743
30.000,-0.439
30.010,-0.603
30.020,-0.672
30.030,-0.701
30.040,-0.654
30.050,-0.807
30.060,-0.631
30.070,-0.700
30.080,-0.560
30.090,-0.654
30.100,-0.423
30.110,-0.646
30.120,-0.628
30.130,-0.653
30.140,-0.686
30.150,-0.675
30.160,-0.679
30.170,-0.806
30.180,-0.647
30.190,-0.776
30.200,-0.749
30.210,-0.778
30.220,-0.515
30.230,-0.511
30.240,-0.595
30.250,-0.714
30.260,-0.523
30.270,-0.644
30.280,-0.600
30.290,-0.617
30.300,-0.768
30.310,-0.618
30.320,-0.620
30.330,-0.505
30.340,-0.482
30.350,-0.616
30.360,-0.608
30.370,-0.827
30.380,-0.588
30.390,-0.670
30.400,-0.574
30.410,-0.521
30.420,-0.606
30.430,-0.676
30.440,-0.636
30.450,-0.630
30.460,-0.660
30.470,-0.535
30.480,-0.628
30.490,-0.693
30.500,-0.669
30.510,-0.560
30.520,-0.802
30.530,-0.581
30.540,-0.536
30.550,-0.727
30.560,-0.758
30.570,-0.651
30.580,-0.436
30.590,-0.881
30.600,-0.542
30.610,-0.801
30.620,-0.557
30.630,-0.653
30.640,-0.654
30.650,-0.782
30.660,-0.770
30.670,-0.624
30.680,-0.668
30.690,-0.760
30.700,-0.641
30.710,-0.582
30.720,-0.616
30.730,-0.821
30.740,-0.550
30.750,-0.552
30.760,-0.760
30.770,-0.493
30.780,-0.626
30.790,-0.538
30.800,-0.603
30.810,-0.721
30.820,-0.710
30.830,-0.675
30.840,-0.660
30.850,-0.748
30.860,-0.796
30.870,-0.498
30.880,-0.659
30.890,-0.612
30.900,-0.534
30.910,-0.616
30.920,-0.718
30.930,-0.562
30.940,-0.844
30.950,-0.610
30.960,-0.746
30.970,-0.758
30.980,-0.557
30.990,-0.598
31.000,-0.500
31.010,-0.604
31.020,-0.910
31.030,-0.860
31.040,-0.779
31.050,-0.675
31.060,-0.627
31.070,-0.815
31.080,-0.782
31.090,-0.784
31.100,-0.683
31.110,-0.557
31.120,-0.567
31.130,-0.710
31.140,-0.650
31.150,-0.714
31.160,-0.765
31.170,-0.697
31.180,-0.610
31.190,-0.757
31.200,-0.721
31.210,-0.726
31.220,-0.727
31.230,-0.671
31.240,-0.684
31.250,-0.727
31.260,-0.530
31.270,-0.845
31.280,-0.772
31.290,-0.558
31.300,-0.652
31.310,-0.750
31.320,-0.746
31.330,-0.680
31.340,-0.800
31.350,-0.783
31.360,-0.593
31.370,-0.815
31.380,-0.696
31.390,-0.690
31.400,-0.682
31.410,-0.568
31.420,-0.666
31.430,-0.631
31.440,-0.978
31.450,-0.541
31.460,-0.777
31.470,-0.624
31.480,-0.786
31.490,-0.804
31.500,-0.801
31.510,-0.668
31.520,-0.852
31.530,-0.909
31.540,-0.715
31.550,-0.642
31.560,-0.860
31.570,-0.834
31.580,-0.794
31.590,-0.728
31.600,-0.645
31.610,-0.769
31.620,-0.691
31.630,-0.787
31.640,-0.685
31.650,-0.742
31.660,-0.732
31.670,-0.762
31.680,-0.781
31.690,-0.817
31.700,-0.568
31.710,-0.637
31.720,-0.832
31.730,-0.751
31.740,-0.843
31.750,-0.678
31.760,-0.988
31.770,-0.838
31.780,-0.719
31.790,-0.582
31.800,-0.699
31.810,-0.966
31.820,-0.711
31.830,-0.915
31.840,-0.806
31.850,-0.765
31.860,-0.811
31.870,-0.851
31.880,-0.616
31.890,-0.697
31.900,-0.733
31.910,-0.725
31.920,-0.705
31.930,-0.777
31.940,-0.880
31.950,-0.676
31.960,-0.775
31.970,-0.759
31.980,-0.667
31.990,-0.686
32.000,-0.751
32.010,-0.806
32.020,-0.598
32.030,-0.886
32.040,-0.946
32.050,-0.845
32.060,-0.770
32.070,-0.841
32.080,-0.722
32.090,-0.820
32.100,-0.869
32.110,-0.639
32.120,-0.824
32.130,-0.636
32.140,-0.721
32.150,-0.988
32.160,-0.711
32.170,-0.820
32.180,-0.819
32.190,-0.710
32.200,-0.853
32.210,-0.914
32.220,-0.852
32.230,-0.675
32.240,-0.868
32.250,-0.723
32.260,-1.023
32.270,-0.669
32.280,-0.877
32.290,-0.800
32.300,-0.756
32.310,-0.793
32.320,-0.809
32.330,-0.848
32.340,-0.770
32.350,-0.731
32.360,-0.707
32.370,-0.943
32.380,-0.884
32.390,-0.739
32.400,-0.779
32.410,-0.523
32.420,-0.800
32.430,-0.629
32.440,-0.846
32.450,-0.745
32.460,-1.029
32.470,-0.708
32.480,-0.901
32.490,-0.883
32.500,-0.881
32.510,-0.863
32.520,-0.875
32.530,-0.903
32.540,-0.771
32.550,-0.751
32.560,-0.844
32.570,-0.845
32.580,-0.872
32.590,-0.802
32.600,-0.879
32.610,-0.788
32.620,-0.942
32.630,-0.628
32.640,-0.757
32.650,-0.938
32.660,-0.787
32.670,-0.923
32.680,-0.887
32.690,-0.964
32.700,-0.721
32.710,-0.814
32.720,-0.714
32.730,-0.832
32.740,-0.811
32.750,-0.825
32.760,-0.736
32.770,-0.796
32.780,-0.773
32.790,-0.852
32.800,-0.646
32.810,-0.807
32.820,-0.774
32.830,-0.890
32.840,-0.914
32.850,-0.970
32.860,-0.863
32.870,-0.783
32.880,-0.770
32.890,-0.748
32.900,-0.785
32.910,-0.744
32.920,-0.671
32.930,-0.903
32.940,-0.856
32.950,-0.799
32.960,-0.828
32.970,-0.661
32.980,-0.659
32.990,-0.642
33.000,-0.676
33.010,-1.026
33.020,-1.015
33.030,-0.880
33.040,-0.871
33.050,-0.801
33.060,-0.824
33.070,-1.053
33.080,-0.902
33.090,-0.842
33.100,-0.960
33.110,-0.922
33.120,-0.711
33.130,-0.706
33.140,-0.893
33.150,-0.775
33.160,-0.905
33.170,-0.734
33.180,-0.660
33.190,-0.981
33.200,-0.907
33.210,-0.873
33.220,-0.920
33.230,-0.797
33.240,-0.937
33.250,-0.777
33.260,-0.959
33.270,-0.852
33.280,-0.744
33.290,-0.816
33.300,-0.971
33.310,-0.938
33.320,-0.777
33.330,-0.913
33.340,-0.958
33.350,-0.804
33.360,-0.854
33.370,-0.817
33.380,-0.817
33.390,-0.946
33.400,-0.801
33.410,-0.760
33.420,-0.973
33.430,-0.810
33.440,-0.817
33.450,-0.752
33.460,-1.012
33.470,-0.757
33.480,-0.587
33.490,-1.044
33.500,-0.870
33.510,-0.596
33.520,-0.988
33.530,-0.782
33.540,-0.979
33.550,-0.787
33.560,-1.108
33.570,-0.820
33.580,-0.862
33.590,-1.035
33.600,-0.845
33.610,-0.786
33.620,-0.932
33.630,-0.825
33.640,-0.951
33.650,-0.889
33.660,-0.776
33.670,-0.698
33.680,-0.797
33.690,-0.592
33.700,-0.873
33.710,-1.054
33.720,-0.939
33.730,-0.860
33.740,-0.832
33.750,-0.894
33.760,-0.917
33.770,-0.997
33.780,-0.941
33.790,-0.864
